lp,src,mt,ref,score,raw_score,annotators
kk-en,"Жүктілік жоспарланбаған, тұрмыста болмағандықтан қалаусыз болған деген ақпарат бар.",There is a lot of information about the city's life.,There is information that the pregnancy was unintended and not desirable as she was not married.,-2.01958778729388,10.0,1
kk-en,Ақтөбе ақындары мемлекеттік қызметшілердің шығармашылық әлеуетін дамытуға ықпал етіп жатыр.,The Kazakh poet's works are aimed at the development of public services.,Aktobe akyns promote the development of the creative potential of civil servants.,-0.532409740685721,55.0,1
kk-en,Мұндай қаржылық сыйақы кәмелеттік жасқа толған ел азаматтарының барлығына төленбекші.,"According to experts, Kazakhstan's economy is one of the most important in the world.",This financial gift is going to be paid to all adult citizens.,-1.95349098522241,12.0,1
kk-en,Бірінші орта салмақтағы спортшының қарсыласы әзірге белгісіз.,The tournament's competition was held in Astana.,The light middleweight athlete's rival is not known yet.,-2.05263618832962,9.0,1
kk-en,"Облыс орталығының екі ірі кәсіпорындарында тексеру жүргізу барысында - (""Востокцветмет"" ЖШС, ""Казцинк"" ЖШС) өнеркәсіптік қауіпсіздік және еңбекті қорғау саласында анықталған 1,6 мың бұзушылықтар жойылды.","According to the Kazakh Ministry of Investments and Development, the number of transactions in the field of industrialization and labor force has been eliminated in two major enterprises.","During the inspection at two large companies of the regional center - (""Vostoktsvetmet"" LLP, ""Kazzinc"" LLP) 1.6 thousand violations defined in the field of health and safety were eliminated.",-1.77524259489986,10.0,1
kk-en,"Өңірдегі шығармашылық ұжымдар Үндістан, Македония, Португалия, Түркия, Ресей, Венгрия, Сербия, Франция мемлекеттеріне гастрольдік сапарға барды.","Representatives of the region's creative teams from India, Macedonia, Portugal, Turkey, Russia, Russia, Hungary, Serbia and France visited the tour.","Regional creative teams went for concert tours to India, Macedonia, Portugal, Turkey, Russia, Hungary, Serbia, France.",-0.654994852111545,42.0,2
kk-en,"Елбасы Қазақстан хал­қына кезекті Жолдауында ""Үкіметке 2019 жылдың 1 қаңтарынан бас­тап ең төменгі жалақыны 1,5 есе, 28 мың­нан 42 мың теңгеге дейін өсіруді тап­сырамын.","According to the President of Kazakhstan, Nursultan Nazarbayev's address to the Head of State ""Course towards Future: Modernization of Public Consciousness"" is expected to increase by 1.5 times.","In his regular Message to people of Kazakhstan the President said: ""I give the government a task to increase the lowest salary 1.5 times, from 28 thousand to 42 thousand tenge starting from January 1, 2019.",-1.28513420742997,24.0,1
kk-en,"Елдің ішіндегі ақша аударымы 50,9 млрд теңгені құрап, 4 есеге артқан.",The amount of money in the country amounted to 50.9 billion tenge.,"Money transfers within the country reached 50.9 billion tenge, increased 4 times.",-0.374932916414465,50.0,1
kk-en,Мәжіліс Төрағасы­ның­ сө­зі­нен соң О.Мұхамеджанов­тың ғұмырынан сыр шертетін бей­не­фильмнің көрсетілімі болды.,"According to the head of the Mazhilis, Mazhilis members of the Mazhilis of the Mazhilis of the Mazhilis of the Mazhilis of the Mazhilis.","Following the speech of the Chairman of the Mazhilis, a video film about O. Mukhamedzhanov's life was held.",0.255206438903964,68.0,1
kk-en,Олардың Қазақстанның облыстарына және Қырғызстанға танымал өнімі енді Ресей нарығына да жетті.,Kazakhstan's products are exported to the regions of Kazakhstan and Kyrgyzstan.,Their products well-known in Kazakhstan regions and Kyrgyzstan has now reached the Russian market as well.,0.27043068365282,75.0,1
kk-en,"Болашақта мыңдаған жастарды және ІТ, ғылым мен технология салаларында әлемге танымал спикерлерді қатыстыра отырып фестивальды кең ауқымда өткізу жолдарын ойластырудамыз, - деп атап өтті Әлкей Марғұланұлы.","In the future, we are planning to create a wide range of projects in the field of IT, science and technology.","We are considering ways to hold a large-scale festival, involving thousands of young people and world-renowned speakers in IT, science and technology in the future, - said Alkey Margulanuly.",0.29936922657982,76.0,1
kk-en,"Айтуынша оны енесі, қайынсіңлісі және күйеуі әдейі немесе жанжал кезінде абайсызда өлтіріп алған.","According to him, he was killed and killed in the hall.","According to her, her mother-in-law, sister-in-law, and husband murdered her intentionally or inadvertently during the quarrel.",-1.61057460660221,10.0,1
kk-en,"Сонымен қатар, жиын барысында ағымдағы жылдың шілде айынан бері партияның 20 бастамашыл жобасының да қолға алынғаны айтылды.","At the same time, the initiative of the party's 20 initiatives has been implemented since July.","Besides, the meeting said that since July 20 start-up projects of the Party had also been launched.",0.0967994260908166,69.0,1
kk-en,"Осы ретте айта кетейік, мұндай қондырғымен республиканың бес клиникасы ғана жабдықталған.",Kazakhstan's five clinics are equipped with the equipment.,It should be noted that only five clinics of the republic are equipped with such a unit.,0.473000484141823,82.0,2
kk-en,Валютамен жасалған операциялар бойынша айырбастар саны - 117.,The number of transactions on currency transactions is 117%.,Number of exchanges by currency transactions - 117.,0.27043068365282,75.0,1
kk-en,"Шымкент, Тараз бар.",It is very important for us.,"There is Shymkent, Taraz.",-1.87102149294522,1.0,1
kk-en,"Бірі еңбек демалысында, ал біреуі ем қабылдап жатқан көрінеді.",One of them is one of the most popular destinations in the region.,"One of them is on annual leave, and another one seems to get treatment.",-1.81314440709122,3.0,1
kk-en,Түнгі клубта төбелескен полицей шенінен айырылды.,"It was the first time in the club ""Astana"" and ""The Land of the Great Steppe.""",A policeman who was fighting in a night club lost his rank.,-1.87102149294522,1.0,1
kk-en,Былтыр ашылған медиамектеп жұмыс істеп тұр.,"Last year, there were a lot of information about Kazakhstan's economy.",The mediaschool opened last year has been operating.,-1.87102149294522,1.0,1
kk-en,Осының арқасында 2027 жылға қарай жылына 170 мың тонна мыс алу көзделіп отыр.,"By 2027, it is planned to produce 170,000 tonnes of copper per year.","That way, production of 170 thousand tons of copper annually is planned by 2027.",0.993894256827832,100.0,2
kk-en,Гүлнұр Тұрдалы келін боп түскен үйінде өткен айдың 18-і күні ажал құшты.,"At the end of last month, the head of the city of Gulnur Tursyn was killed in the city's territory.",Gulnur Turdaly found her death on the 18th day of the previous month in the house where she became a daughter-in-law.,-1.32118917733221,20.0,1
kk-en,Кездесу 8 раунд деп жоспарланған болатын.,The meeting was held as part of the meeting.,The contest was planned to be 8 rounds.,-1.1313114908397,28.0,2
kk-en,"Конференция барысында филиалдың соңғы екі жылда атқарған жұмыстары кеңінен талқыланып, бастауыш партия ұйымдарының белсенділігін арттыру, ішкіпартиялық тәртіпті нығайту, партия активінің жауапкершілігін арттыру міндеттері алға қойылды.","As part of the conference, the President's address is aimed at strengthening the effectiveness of the organization's activities, strengthening the organization's activities and strengthening the responsibility of the party's assets.","The conference discussed the work of the branch over the last two years, increasing the activity of the primary party organizations, strengthening of the internal order and the responsibility of the party's assets.",-0.270062938813827,56.0,1
kk-en,Колледж басшылары ел мен билікті алдап жүр.,The college graduates of the country's leading universities are in the hands of the world's leading universities.,College directors are lying to country and authorities.,-1.7772479048591,7.0,1
kk-en,Сатылым электрондық тендер арқылы жүзеге асырылады.,It is planned to be implemented by electronic format.,Sale was carried out through e-tender.,-0.331580692529961,54.0,1
kk-en,"""Атырау-Ақпарат"" медиахолдингі дәстүрлі және жаңа медиа құралдарын өзара тиімді үндестіре, үйлестіре пайдаланып отыр.","The ""Atyrau-American"" media portrayed the traditional and new media platforms.","""Atyrau-Aqparat"" mediaholding uses traditional and new media facilities harmonizing and combining thereof effectively.",-0.331580692529961,54.0,1
kk-en,"Соны ""Элеватор Агрофуд"" кәсіпорны қолдан келгенше қалпына келтіріп, қазір Торғай өңірінде өсетін аз болса да саз, қамырлылығы 30-дан айналатын сапалы бидайды сақтап, сатып отыр.","According to the company's management, it is planned to increase the production capacity of the country's oil and gas industry.","It was recovered by ""Elevator Agrofood"" company as much as they can, now it stores, sells high-quality wheat with an adhesive capacity of 30 turns growing in Torgay district.",-1.10055261398163,29.0,1
kk-en,"Бұл туралы Мәжілісте ""Тарихи-мәдени мұра нысандарын қорғау және пайдалану туралы"" заң жобасын таныстыру кезінде Мәдениет және спорт министрі Арыстанбек Мұхамедиұлы мәлім етті.","This was announced by the Minister of Culture and Sports, Arystanbek Mukhamediuly.","Minister of Culture and Sports Arystanbek Mukhamediuly stated this during presenting a bill ""On protecting and using historical-cultural legacy objects"" in Mazhilis.",-1.83876565857524,5.0,1
kk-en,Өз кезегінде қала қонақтары жаңа облыс орталығының көркеюіне барынша қолдау көрсетуге дайын екендерін жеткізді.,"According to the organizers, the main goal of the project is to support the development of the new center.","In turn, the city guests informed that they were ready to render assistance as much as possible for improvement of the new regional center.",-0.762204968542897,40.0,1
kk-en,400 экспонат жиналыпты осы кезге дейін онда.,There are 400 exhibits.,"Until this point, 400 exhibits have been collected there.",0.92953325865078,95.0,1
kk-en,Алматыдан 346 шақырым қашықтықта жер сілкінді.,346 kilometers away from Almaty.,An earthquake was 346 km away from Almaty.,-1.80800678171717,6.0,1
kk-en,"Астанада ""RocketFest"" жастар фестивалі өтіп жатыр.","""RocketFest"" festival is held in Astana.","""RocketFest"" Youth Festival is taking place in Astana.",0.576925119611054,97.0,2
kk-en,Бүгін Шымкенттің әлеуметтік-экономикалық даму мәселелеріне арналған кеңесте қала басшысы Ғабидолла Әбдірахымов Президенттен қала күнін белгілеуді сұрады.,"According to the President of Kazakhstan, Nursultan Nazarbayev's address to the country's socio-economic development is one of the main priorities of the President's address.","Today, the head of the city, Gabidulla Abdirakhymov, asked the President to mark the City Day at a meeting on the socio-economic development of Shymkent.",0.303788555881465,88.0,1
kk-en,Бірақ осы сәтте іштен әйел адам есікті ашты.,"At the same time, the women's skyrocketed.",But at this moment a woman opened the door from inside.,-1.85095544687418,17.0,2
kk-en,"Осы екі конференцияда да ""Алматы ақшамы"" газетінің атынан барып қатысып, ғұлама ғалым, ана тілін жаңа сөздермен байытуға өлшеусіз үлес қосқан Ісләм Жарылғаповтың жазба мұрасы, сөз маржандары туралы кең ауқымды баяндама жасаған болатынбыз.","At the same time, we took part in the forum ""Almaty evening,"" which was dedicated to the 25th anniversary of Kazakhstan's independence.","In both conferences we participated on behalf of ""Almaty akshamy"" newspaper and made a big report on written legacy, word gems of great scientist Islam Zharylgapov, who made invaluable contribution to enriching mother tongue with new words.",-2.0937435035227,9.0,1
kk-en,Балаларға қажетті ем көрсетілуде.,It is very important for children.,The required treatment is rendered to the children.,-0.819106206117955,51.0,1
kk-en,"Айта кетейік, осыдан біраз уақыт бұрын ""Ойбай life"" бағдарламасына қонаққа келген Керімбекова үшінші күйеуімен қарым-қатынасы жайлы айтып берген еді.","This is a great opportunity to learn about Kazakhstan's history, culture and traditions.","By the way, a short while ago Kerimbekova having visited ""Oibay life"" TV show told about the relationships with her third husband.",-2.12409201060377,8.0,1
kk-en,Оның қарсыласы жергілікті спортшы Вероника Вальтиерра.,"His opponent, Veronika Valerrera, is the winner of the competition.",Her opposition is a local athlete Veronika Valtierra.,-1.57781888314459,26.0,1
kk-en,"Оның 35-і - шетелден, қалғаны - өз елімізден.","In addition, it is planned to increase the volume of cargo transportation from Kazakhstan to the U.S..","35 of them are from abroad, the rest ones are from our country.",-1.64110355073978,0.0,1
kk-en,"Ал Салтыковтың қоржынында 12 жеңіс, 55 жеңіліс бар.","In addition, it is planned to take part in the event.","And Saltykov has 12 wins, 55 losses in his collection.",-1.64110355073978,0.0,1
kk-en,Ресейде Қазақстанның топырағы бір миллион рубльге сатылып жатыр.,Kazakhstan's ruble is sold to a million rubles.,Kazakh soil is being sold for one million roubles in Russia.,-1.48877339442111,6.0,2
kk-en,"Соңғы 6 жыл ішінде жалпы алғанда 4,5 млн. тонна өнімді жоғалттық.","Over the past six years, a total of 4.5 million tons of grain has been harvested.","For the recent 6 years, we lost 4.5 mln of products in total.",-1.64110355073978,0.0,1
kk-en,"Бұл көппәтерлі үйлерге де, жеке үй құрылысына да қатысты.","There is also a large number of residential buildings, including private housing.",This relates both to apartment buildings and private housing constructions.,0.0345281687655646,66.0,1
kk-en,Жақында 67 папка тағы жеткізілді.,More than 67 people were injured.,"Recently, 67 more folders have been delivered.",-1.64110355073978,0.0,1
kk-en,2 шілдеде орталықта тағы бір әйел көз жұмды.,"On July 2, another woman was killed.",On July 2 one more woman died in the center.,0.263023403243566,75.0,1
kk-en,"Атағын ""ойнатып"", сызданып отыратындарға жаным ашиды.",I'm very glad that I'm glad that I'm going to take part in the game.,I feel sorry for those who put on airs.,-1.64110355073978,0.0,1
kk-en,Қостанай қаласының №2 сотының үкімімен полиция майоры Ерлан Елтүзеров кінәлі деп танылды.,"Kazakhstan's National Chamber of Entrepreneurs ""Atameken"" was held as part of the Modernization of Kazakhstan's Identity program.",Police major Yerlan Yeltuzerov was found to be guilty according to the verdict of the Kostanay court No.2.,-1.78314418887274,3.0,1
kk-en,"Орал Байғонысұлының жан-жақты қабілеті зор, мақ­сат­қа берік, қызметке адал болғанын алға тартқан Мә­жіліс Төрағасы оның есімі еліміз тарихында, соның ішін­де Мәжілістің тарихында мәң­гі­лік сақталатынын айтты.","According to the head of the Kazakh Ministry of Foreign Affairs, Nursultan Nazarbayev's address to the Kazakh President's address to the President of Kazakhstan, Nursultan Nazarbayev's address to the President's address to the Kazakh President's address, Nursultan Nazarbayev's address to the Kazakh President's address.","The Chairman of the Mazhilis said that Oral Baigonyssuly had been a person who had had comprehensive skills, had been strong in his goals, honest to his service, and his name would be memorized forever in our country's history, amongst other things in the Mazhilis' history.",-0.258066985577255,54.0,1
kk-en,"Мемлекеттік қызметшілердің санасын жаңғыртуға, ұлттық рухты нығайтуға және шығармашылық әлеуетін дамытуға арналған поэзиялық кеш С.Бәйішев атындағы облыстық кітапханада өтті.","According to the Kazakh Minister of Information and Communications, Nursultan Nazarbayev's book ""The Course towards Future: Modernization of Public Consciousness"" was held in the National Library of Kazakhstan.","The poetry event was dedicated to renovation of civil servant's consciousness, strengthening of national spirit and development of creative potential. It took place in the S.Baishev regional library.",-1.28973685839479,19.5,2
kk-en,Оның нәтижелері соңғы түпкілікті тексеруден кейін жарияланады.,The results will be published on the basis of the final examination.,Its results will be published after the final check.,0.399809455060012,76.0,1
kk-en,"6 қараша күні Қазақстан қалаларының басым бөлігінде метеорологиялық ахуал жағымды болады, деп хабарлайды ҚазАқпарат.","The meteorological situation in most of the cities of Kazakhstan will be positive, Kazinform reports.","On November 6th, the meteorological situation in most parts of Kazakhstan cities will be favorable, KazInform reports.",1.0875893702717,99.0,1
kk-en,Береке деген осы!,It's a great honor for me.,This is what abundance means!,-1.03555732451221,28.0,1
kk-en,Арнайы ұшақтар бұлтқа жауын шақыратын заттар шашады.,"In addition, we are planning to organize a large-scale event.",Special airplanes will spread rain causing substances to cloud.,-2.15426423461472,4.0,1
kk-en,Жер сілкінісінің энергетикалық класы - 9.7.,The plant's capacity is 9.7 per cent.,The energy class of the earthquake was 9.7.,-2.21538028084657,2.0,1
kk-en,Тілсіз жауды ауыздықтауға астаналық өрт сөндіру қызметінің 19 қызметкері және 5 арнайы техникасы жұмылдырылды.,It was attended by 19 employees and five special equipment.,19 employees and 5 special-purpose pieces of machinery of capital fire service were engaged to neutralize the fire.,-0.061039651174055,72.5,2
kk-en,Ал ендеше!,"! """,Well!,-0.56524703258677,56.0,1
kk-en,Кинофестивальдер де дәл осы мақсат үшін аса қажет.,The film's performance is very important for us.,Film festivals is required for this very objective.,0.143742268567756,73.6,5
kk-en,Сыртқы істер министрлігі қыз баланың отбасына оралуы үшін барынша жәрдем беретін болады.,"According to the Kazakh Ministry of Foreign Affairs, the Kazakh Ministry of Foreign Affairs will provide assistance to the family.",The Ministry of Foreign Affairs will render assistance at most the girl to return to her family.,-0.0543407848280646,68.6,10
kk-en,"Ру­­хани жаңғыру, саламат­ты ұлт, ин­­но­­­вация, цифрландыру, біл­ім, ғылым салалары бо­­йын­­­­ша да бір­қыдыру іс атқа­рылған.",It is a great honor for me to learn about the culture and traditions of the Kazakh people.,"Some work was performed on the modernization of consciousness, healthy nation, innovation, digitalization, education, science fields.",-1.00317620132677,44.0,5
kk-en,"Ғалым, аудармашы, белгілі сөз зергері Ісләм Жарыл­ғаповтың өмірі мен шығармашы­лығы, ана тілімізге ендірген сөз маржандары туралы егжей-тегжейлі кеңінен зерттеп жазып, оқырманға ғұлама ғалым­ның жазба мұрасын қайта ұсын­уымен ""Ақшам"" көп шаруа тындыра білді"" деген болатын.","The author of the book ""The Era of Independence"" was presented in Astana as part of the Modernization of Kazakhstan's Identity program.","""Aksham"" did a lot by thoroughly, extensively researching life and work of famous wordsmith Islam Zharylgapov, word gems he introduced into our mother tongue and writing, offering written legacy of great scientist to reader"".",-0.760740681006077,47.6,5
kk-en,"Кеш барысында мемлекеттік қызметшілер өздерін басқа қырынан көрсетіп, өлең оқып, поэзияға жақын екендіктерін байқатты.","According to the organizers, the public servants will be able to learn more about the culture and traditions of the Kazakh people.","During the event, civil servants showed themselves from the other side, read verses, demonstrated their affinity with poetry.",-0.0994749703819694,68.7,10
kk-en,"Сонымен қатар, аталған нысандардың меншік иелерінің ұлтына, азаматтығына қарамастан, олардың меншіктеріндегі объектілер мемлекеттік қорғауға жатады, - деді А.Мұхамедиұлы.","At the same time, these facilities are designed to protect the rights of their property, regardless of their nationality, and to protect them from the state's property rights.","Besides, notwithstanding ethnicity, citizenship of the mentioned objects owners, their objects are subject to state protection, - said A. Mukhamediuly.",-0.205472567903245,65.2,5
kk-en,Біріншісі - айы-күні жақындаған 1986 жылы туған әйел.,"The first is a woman in 1986, where he was born in 1986.","The first one was a woman, born in 1986 and close to giving birth.",-0.459388885658843,59.0,5
kk-en,"Өткен жұмада Астанада ""Til - qazyna"" атты жаңа басылым оқырманға жол тартты.","A new book titled ""Following the Footsteps"" was published in Astana.","Last Friday, a new publication of ""Til - qazyna"" started for a reader in Astana.",0.244624334042433,71.0,1
kk-en,Қазақстандық боксшы Геннадий Головкин Complex Sports-қа берген сұхбатында спорттың өзге қандай түрлерін ұнататынын айтты.,Kazakhstan's boxer Gennady Golovkin said in his interview with the Kazakh boxer Gennady Golovkin's interview with the Kazakh boxer Gennady Golovkin.,The Kazakh boxer Gennady Golovkin in his interview given to Complex Sports said what other kinds of sports he liked.,-0.0900539877967915,63.0,1
kk-en,Қостанайда түнгі клубтың күзетшісімен төбелескен полиция майоры Ерлан Елтүзеровке қатысты сот үкімі шықты.,"The court's decision was taken by the President of Kazakhstan, Yerlan Eltuzhov, who was the leader of the club's cousin.",The court verdict concerning the police major Yerlan Yeltuzerov who was fighting with the security of a night club in Kostanay was issued.,0.370128704732142,74.0,1
kk-en,Мұнан соң олар рестобарға келген.,"In the past, they have been repaired by the rest of the world.","Hereupon, they came to restaubar.",-0.88491500216495,44.0,1
kk-en,"Негізі, менің қарсылығым жоқ.",I think it's very important.,"Actually, I have no objection.",-1.21959332400417,36.0,1
kk-en,Оның бесеуі - мерзімінен бұрын жеткен жеңістер.,It is a great honor for me to take part in the competition.,Five of them are early wins.,-1.43147206458094,3.0,1
kk-en,"Жеңімпаз ақындарға бағалы сыйлықтар қарастырылған: 1 орын - 1 адам - 300 000 теңге, 2 орын - 2 адам - 200 000 теңге, 3 орын - 3 адам - 100 000 теңге, ""Ең үздік 4 жас ақындар"" 50 000 теңге.","According to the organizers, the winners of the contest will be held for the first time.","Valuable prizes are considered for winners: 1st place - 1 person - 300,000 tenge, 2nd place - 2 people - 200,000 tenge, 3rd place - 3 people - 100,000 people, ""Best 4 young akyns"" - 50,000 tenge.",-1.21296841038045,11.0,1
kk-en,Биыл Махамбет ауданында Махамбет Өтемісұлына арналған ескерткіш тұрғызылды.,"This year, a monument to Makhambet Otemis was built in Makhambet district.","This year, the monument dedicated to Makhambet Otemissuly has been raised in Makhambet district.",0.808190390974051,85.0,1
kk-en,"Сондықтан, көре жатармыз.","Therefore, we are very happy.","So, we will see.",-0.862497139374095,21.5,2
kk-en,Ұшақ бөлшектері радиусы 500 метрден жақын аумаққа түскен.,It is planned to increase the number of aircraft from 500 to 500 meters.,Details of the aircraft fell down to the area with a radius of 500 meters.,0.0864604925557712,56.0,1
kk-en,"Жастардың алдында түрлі салада айтарлықтай жетістіктерге жеткен, арнайы шақырылған спикерлер - ғылым мен білім өкілдері, танымал блогерлер мен вайнерлер, медиа және қоғамдық пікір көшбасшылары, СЕО, IT-стартапшылар, табысты бизнесмендер сөз сөйлеп, өз білім-тәжірибелерімен бөлісті.","According to the speakers, the speakers of the Astana International Financial Center (AIFC), the President of Kazakhstan, Nursultan Nazarbayev highlighted the importance of the development of Kazakhstan's economy.","The external speakers, namely representatives of science and education, famous bloggers and viners, media and public opinion leaders, CEOs, IT-startupers, successful businessmen who have made significant progress in various fields shared their knowledge and experiences with young people.",-1.06879227675015,14.0,1
kk-en,Тексеру нәтижелері бойынша прокурорлар 43 млн теңгедан асатын залалды анықтады.,The Prosecutor's Office announced the results of a total of 43 million tenge.,According to checking results prosecutors found damage exceeding 43 mln tenge.,0.22399058413981,61.0,1
kk-en,Қосылған ақша со­ның бірін өтейді.,It is very important for us.,Added money pays this all off.,0.499050767307887,71.0,1
kk-en,"Олар бізбен жаңа кездесулерді асыға күтеді, біз үшін бұл қуанышты жағдай, - деді ҚР еңбек сіңірген қайраткері, ""Астана Опера"" Мемлекеттік опера және балет театрының директоры Ғалым Ахмедьяров.","According to the director of the National Academic Opera and Ballet Theater of Astana Opera, Mukhtar Auezov's works will be held in Astana.","They look forward to the new meetings with us, we are so delighted, - honored art worker of RoK, director of ""Astana Opera"" State opera and ballet theatre Galym Akhmedyarov said.",-0.848744130215691,22.0,1
kk-en,"Әлі қаншама бауырлас елдер бас азаттығын ала алмай, тілі де, ділі де жат елдердің құрсауында жүр.","In addition, the transition to the Latin script is a very important step in the development of the Kazakh language.","Nowadays, there are so many kin countries that cannot gain their liberty yet, speaking foreign languages and experiencing other religion.",-0.876250148532499,21.0,1
kk-en,Бәрін жаман дей беруге де болмайды ғой.,I think it's very good.,We cannot say that everybody is bad.,-1.31634644160142,5.0,1
kk-en,"Ал тоқсаныншы жылдардан бастап бес ел - Қазақстан, Өзбекстан, Қырғызстан, Азербайжан, Түркіменстан өз тәуелсіздігін алды.","Since the beginning of the year, five countries, including Kazakhstan, Uzbekistan, Kyrgyzstan, Tajikistan and Turkmenistan.","Since the 1990s, five countries - Kazakhstan, Uzbekistan, Kyrgyzstan, Azerbaijan and Turkmenistan have gained their independence.",-1.45387653318546,0.0,1
kk-en,Ірі кәсіпорындарда жұмыс істейтіндердің тең жартысы осындай күйді бастан кешуде.,There are more than half of the workforce in large enterprises.,Half of workers in large enterprises experience such a state.,-1.45387653318546,0.0,1
kk-en,Баяғыда ұстазымыз Асқар Тоқпанов: Теледидардан сөйлегеніңді көрдім.,It is very important for us to learn about Kazakhstan's culture and traditions.,Long ago our mentor Askar Tokpanov: I have seen you speaking on TV.,0.788850186628322,100.0,1
kk-en,"Ісләм Жарыл­ғаповтың туған інісі, Қарағанды облыстық мәслиха­тының депутаты, Жаңаарқадағы кәсіптік-лицей дирек­торы Ғазым Жарыл­ғапов әулеті аты­нан Халық­аралық конферен­цияға қатысып, көрнекті ғалымның жазба мұрасын елге насихаттауда еңбек етіп жүрген ғылымдар мен азамат­тарға ризашылық сезімін жеткізді.","According to the head of the Kazakh Ministry of Culture and Sports, Nursultan Nazarbayev's book ""The Era of Independence"" was held as part of the Modernization of Kazakhstan's Identity program.","Brother of Islam Zharylgapov, deputy of Maslikhat of Karagandy oblast, director of professional lyceum Gazym Zharylgapov participated in International conference on behalf of family and expressed gratitude to scientists and citizens who are working to promote written legacy of prominent scientist to people.",0.583331249599666,94.0,1
kk-en,"Қостанай қаласындағы ""ДЕП"" сүт зауыты Челябі нарығында көп жылдардан бері белгілі.","In Kostanay, the ""smart"" dairy plant in Kostanay has been operating in the Chelyabinsk market.","""DEP"" Dairy plant in Kostanay has been famous in Chelyabinsk market for many years.",-1.24921260557251,40.5,2
kk-en,Ақ пен қараны ажырата алмайтын адамның алға қарай ұмтылуы мүмкін емес.,The EC may not be able to hope that it will not be able to do so.,A person who is not able to recognize black and white is not able to move forward.,-0.101731873829184,74.0,2
kk-en,"Сонымен қатар, Премьер-Министр Үкімет мүшелерінің назарын бірқатар басты аспектіге аударды.","At the same time, representatives of the Prime Minister of Kazakhstan have highlighted the importance of the development of the country's economy.","Furthermore / Alongside this, the Prime-Minister drew the attention of the Government members to a number of the key aspects.",-0.0674787176577417,75.0,1
kk-en,Биыл өнер додасын Елорда төрінде өткіземіз деп шештік.,This year's concert was held as part of the Modernization of Kazakhstan's Identity program.,"This year, we decided to hold the art contest in the capital.",-0.89581181923891,37.0,2
kk-en,Ол үшін облыс әкімдігі Ақтоғай кен байыту фабрикасы үшін мамандар даярлау ісін жолға қоймақшы.,The plant's management is planning to increase the production capacity of the plant in the Akmola region.,"For this end, the regional akimat is going to arrange the training of skilled workers for the Aktogay mining and processing plant.",-0.490502668294296,47.5,2
kk-en,"Оның айтуынша, салынып жатқан фабрикада облыс жастары жұмыс істеуі тиіс.","According to experts, the plant's production capacity is growing.","According to him, youth from the region should work at the plant being constructed.",-0.660294257707588,44.0,2
kk-en,"Мен де Абай, Мұқағали өлеңдерімен қоса, толғауларды көп оқимын.",I'm very grateful to Abai.,"I also read songs of praise along with Abay's, Mukagali's poems.",-1.02186520359141,33.0,4
kk-en,"Егер 2200 жыл деп айтсақ, солай атайық, содан бастайық.","If there are 22,800 years old, we will be able to do so.","Let it be 2,200 years and let's start from it.",-0.192853051615747,56.75,4
kk-en,"Эко­номиканы дамытпасақ, елге пайдамыз тимесе неге жүрміз?",We have the opportunity to develop eco-friendly.,"Why are we working, if we do not develop the economy and cannot be useful for the country?",-0.324817187901684,53.5,2
kk-en,Оларды күрделі жөндеу 2020 жылы аяқталады деп жоспарланып отыр.,The project is planned to be completed by 2020.,Their full repair is planned to be completed by 2020.,0.650328176898833,81.5,2
kk-en,Ғажайып құлаққап.,It's a miracle.,Wonderful headphones.,-1.85545383638433,8.5,2
kk-en,"Айта кетейік, сүт безі обыры әлемдегі әйелдер арасындағы ең көп таралған аурудың бірі.",This is one of the most frequent diseases of the world's women.,"By the way, breast cancer is one of the most common diseases among women worldwide.",-0.0436688515793925,61.5,2
kk-en,"Қызылорда облысының әкімі Қырымбек Көшербаев соңғы 6 жылда мұнай өндіру көлемінің 10-12%-ға қысқарғанына қарамастан, аймақтың тұрақты даму үстінде екенін мәлім етті, деп хабарлайды ҚазАқпарат тілшісі.","According to the head of the Kyzylorda region, Krymbek Koserbayev, the region's stable development has been reduced by 10-12% in the last six years, according to Kazinform reports.","Kyzylorda regional akim Kyrymbek Kosherbayev stated that despite the 10-12% reduction of the oil production volume for the recent 6 years, the region kept stably developing, the reporter of KazInform says.",-1.11116162548045,30.0,2
kk-en,Қаламыздың ерекше мәртебесін өзіңіз арнайы жарлықпен 19 маусым күні бекіттіңіз.,It was a great honor for us.,You approved the special status of our city by the special decree on June 19.,-1.58237260217795,16.5,2
kk-en,Екінші - құрылыс алаңдарына инженерлік коммуникацияларды жеткізу мәселесі.,The second part of the project is the development of engineering services in the construction sector.,The second one is the issue of provision of construction sites with engineering / utility systems.,-0.060361002605989,50.0,2
kk-en,Ұшақтың не себепті құлағаны әзірге белгісіз.,It is very interesting for us.,It is still unknown why the aircraft wrecked.,-1.2042993584453,3.0,1
kk-en,Экономика салаларындағы цифрлық түрлену - экономиканың түрлі салаларының бәсекеге қабілеттілігін арттыру үшін цифрлық технологияларды жаппай енгізу.,Digital transformation in the economy is a massive increase in digital technologies to improve the economy's competitiveness.,The digital transformation in the economy is a massive introduction of digital technologies to increase the competitiveness of different sectors of the economy.,0.84018621369304,87.0,1
kk-en,Цифрландыру мемлекеттердің дамуы мен бәсекеге қабілеттілігінің маңызды факторларының біріне айналды.,Digital transformation is one of the key factors in the development of digital transformation and competitiveness.,Digitalization turned into one of the important factors in the development and competitiveness of states.,0.767168871830956,84.0,1
