lp,src,mt,ref,score,raw_score,annotators
gu-en,જાણો વિગતે,Know the details,Find out more,0.52806978011449,57.0,1
gu-en,તે દરમિયાન એકાએક પાંચમા માળનો સ્લેબ તુટી પડતા ત્રણ બાળકો તથા મહિલા સ્લેબ નીચે દબાયા હતા.,"During that time, three children and women were suddenly pressed under a fifth-floor spleen tucked away.","When a slab on the fifth floor collapsed, a woman including three children were trapped beneath the slab.",-0.345804560500505,29.0,1
gu-en,"જોકે, નિરાશ થવાની જરૂર નથી હવે ફરી એકવાર ભારત અને પાકિસ્તાની ટીમો આમને સામને ટકરાશે.","However, there is no need to be disappointed now that India and Pakistani teams will meet again.","However, there is no need to be frustrated. India and Pakistan teams will face each other once again.",0.730933466328684,63.5,2
gu-en,કુલ્ફીની મુખ્ય સામગ્રી દૂધ અને ખાંડ છે.,The main material of the kulphi is milk and sugar.,The main ingredients of Kulfi are milk and sugar.,1.74525189739966,96.0,1
gu-en,એશિયાઈ વેપારની શરૂઆતમાં માનક બ્રૈટ ક્રૂડનો ભાવ 78 ડોલર બૈરલ પર પહોંચી ગયો.,"At the beginning of the Asian trade, the price of standard brute crude reached $78 a bushel.",Standard Brent crude reached $78 per barrel at the beginning of trade in Asia.,-0.0024967838303285,40.0,1
gu-en,વડા પ્રધાન રવિવારે સવારે ૧૦.૩૦ વાગ્યે નવી દિલ્હીથી અમદાવાદ ઍરપોર્ટ આવી પહોંચ્યા હતા.,The Prime Minister arrived in Ahmedabad from New Delhi at 10.30pm on Saturday.,The Prime Minister had arrived at the Ahmedabad airport from New Delhi on Sunday at 10.30 am.,-1.25088869899461,0.0,1
gu-en,ડીએમએ સવારની પ્રાર્થના લાઉડસ્પીકર લગાવીને કરવાની તથા બાળકોને બોલી-બોલીને પાઠ યાદ કરાવવાની સલાહ આપી.,The DMA advised the morning prayers to be carried out by the loudspeaker and to remember the lessons spoken to the children.,DM advised them to do morning prayers using a loudspeaker and the children should learn the chapters by reciting them.,1.43315391860859,86.0,1
gu-en,ત્રણ મહિન સુધી આવનારા Jioના આ પ્લાનની કિમંત એક મહિનામાં ફક્ત 100 રૂપિયાની છે.,"The cost of the plant, which will cover three months, is only Rs 100 a month.",The price of this Jio for the 3-month plan is just Rs. 100 for a month.,0.746794845881544,55.0,1
gu-en,"ગિલબર્ટ પોલીસે કહ્યું કે, પક્ષીઓને ફળ ખાવાથી રોકવા શક્ય નથી.",Gilbert police said it was not possible to stop birds from eating fruit.,Gilbert police said that it was not possible to stop the birds from eating this fruit.,-1.27444476547876,36.0,1
gu-en,રાજકોટમાં મેદાનમાં ઘુસી આવ્યા બે ફેન્સ,Two Fans entered the ground in Rajkot.,Two fans invaded the ground in Rajkot,1.17231897458898,59.0,2
gu-en,નરેન્દ્ર મોદીનું અમદાવાદ એરપોર્ટ પર સ્વાગત કરાયું હતું.,Narendra Modi was received at Ahmedabad Airport.,Narendra Modi was offered a warm welcome at Ahmedabad airport.,0.853175878058402,56.0,1
gu-en,કેન્દ્ર સરકારના ડ્રીમ પ્રોજેકટ બુલેટ ટ્રેન માટે ગુજરાતના ખેડૂતો પાસેથી જમીન સંપાદન કરવા સામે હાઇકોર્ટમા અરજી કરાઇ છે.,The Central Government Dream Project has been applied to the High Court to edit land from the farmers of Gujarat for the bullet train.,The Central Government has filed a petition for acquiring the land from the Gujarat farmers for the dream project of the Bullet Train in the High Court.,-0.636158572417611,42.0,1
gu-en,આ હુમલો આર્મી કોર કમાન્ડરના સંમલેન પહેલાં થયો હોવાથી બહુ સૂચક માનવામાં આવે છે.,The attack is considered too indicative because of the Army Core Commander's comrade before.,There are indications to suggest that this attack is believed to occur before the Conference of Army Commanders.,-0.210634443710179,46.0,1
gu-en,જ્યાં ગાંધીજીએ સાત વર્ષ સુધી અભ્યાસ કર્યો હતો.,Where Gandhi studied for seven years.,Where Gandhiji had studied for seven years.,1.42113155702199,96.0,1
gu-en,"મતદાન 17, 20, 24, 27 અને 29 નવેમ્બર તથા 11 ડિસેમ્બરે થશે.","Voting will take place on 17, 20, 24, 27 and 29 November and 11 December.","Voting will take place on 17, 20, 24, 27 and 29 November and 11 December.",1.53360734309417,100.0,2
gu-en,જયા એક બાળક તથા મહિલાનું સારવાર દરમિયાન કરુણ મોત નીપજયુ હોવાની આશંકા સેવાય રહી છે.,A child and a woman are feared to have died during treatment.,Information received indicates probable death of one child and the woman during treatment.,1.1118231453235,85.0,1
gu-en,કેમ બન્યો અમેરિકાનો કાટસા કાયદો?,Why became the caustic law of the United States?,How did the United States of America’s CAATSA become a good thing?,-1.16581152263814,4.0,1
gu-en,"પાકિસ્તાન ઈન્સ્ટીટ્યૂટ ઓફ મેડિકલ સાયન્સ (પીઆઈએમએસ) ના કુલપતિ પ્રો જાવેદ અકરમને કહ્યું હતું કે, અત્યાર સુધીમાં અમને 18 મૃતદેહો મળ્યા છે.","Professor Javed Akaram, the Vice-President of the Pakistan Institute of Medical Science, said that we had received 18 bodies over the years.","Professor Javed Akram, the Chancellor of Pakistan Institute of Medical Science (PIMS), said that, so far 18 dead bodies were received.",0.296373696300193,56.0,1
gu-en,"નોબેલ કમિટી અનુસાર, આ વર્ષે શાંતિ પુરસ્કાર માટે 331 નોમિનેશન મળ્યા છે.","According to the Nobel Committee, there have been 331 nominations for the Peace Prize this year.","According to the Nobel Committee, they have received 331 nominations for the Peace Prize.",1.53360734309417,100.0,1
gu-en,"બ્રેકફાસ્ટમાં ખવાતુ અનાજ - સવારે નાસ્તામાં ખાવામાં આવતી સામગ્રી જેવી કે કોર્ન ફ્લેક્સ, મૂસળી વગેરે પર 30% સુધી ડિસ્કાઉંટ મળી જાય છે.","In Breakfast, food grains - the material eaten in the morning snacks, such as corn flakes, moisturizers, etc. - are discarded up to 30%.","Breakfast cereals - Up to 30% discount on food, such as Corn Flakes, Muesli etc., which is eaten at breakfast.",-1.058490365651,2.0,1
gu-en,લોકો જ્યારે ફળની હરાજી માટે એકર્ત થયા હતા ત્યારે વિસ્ફોટ થયો હતો.,The blast occurred when people were escorted to beat the fence.,There was an explosion when people had gathered to buy fruit.,-0.856470047024558,9.0,1
gu-en,"તમને જણાવું કે તેની જૂની કિંમત 16,490 રૂપિયા હતી.","Tell you that its old price was $16,490.","They informed that its previous cost was Rs. 16,490.",0.701972410950886,63.0,1
gu-en,સંયુક્ત રાષ્ટ્રએ પણ આ મામલે રશિયાની ટીકા કરી છે.,The United Nations has also criticized Russia for the case.,The United Nations has also criticized Russia regarding this.,1.42347354890248,88.0,1
gu-en,પોતાને દુબઈ ખાતે મેચ સીરીઝ ચાલતી હોવા છતાં પોતે મંજુરી લઈને એક દિવસની રજા લઈને રાજકોટ આવ્યા હતા.,"Although he himself was running the match series in Dubai, he came to Rajkot with a one-day leave of approval.","Even though he was part of the on-going series in Dubai, he came to Rajkot after taking a day off.",1.45233359442055,89.0,1
gu-en,Jio Giga Fiber પ્રીવ્યુ ઓફર વિશે એક વાત છે કે આ એકદમ ફ્રી ઈસ્ટોલેશન સાથે આવે છે.,One thing about the Jio Giga Fiber Preview offer is that this comes with quite a free Estoration.,One thing about the Jio Giga Fiber Preview Offer is that it comes with free installation.,-0.94305018357875,6.0,1
gu-en,જ્યારે ગાંધીનગરમાં ભાવમાં કોઈ પરિવર્તન થયુ નથી.,There has been no change in price in Gandhinagar.,Whereas in Gandhinagar prices are unchanged.,1.45233359442055,89.0,1
gu-en,ભારતીય-અમેરિકન મૂળના લોકોમાં 51 ટકા વસતી સાથે હિન્દુઓ ટોચના ક્રમે છે.,Hindus ranks top with 51 percent of the population of Indian-American origin.,Hindus topped the list with 51% of Indian-American population.,1.10601304820378,77.0,1
gu-en,આ શહેરમાં દાખલ થવા અને અહીંથી નીકળવા માટે 600 દરવાજા છે.,There are 600 doors to enter and get out of this city.,There are 600 gates to enter and exit this city.,1.33689341234829,85.0,1
gu-en,ત્યારબાદ હાથમાં થોડું ઘી લઈ લોટને થોડો મસળી લો બરાબર.,Then take a little grill in the hand and take the loaf a little mousse right away.,"After that, apply some ghee on your palms and knead the dough well.",-0.798749955988431,11.0,1
gu-en,ચાલો ગૂગલના 20મા જનમદિવસના ખાસ અવસર પર અમે તમને ગૂગલના કેટલાક શાનદાર ટ્રિક્સમા વિશે જણાવીએ છે.,Let's tell you about some of Google's most magnificent tricks on a special occasion of Google's 20th Generation Day.,Let us tell you about some of the coolest tricks of Google on the special occasion of Google's 20th birthday.,0.223262116609002,67.5,2
gu-en,મહત્વપૂર્ણ છે કે વિરાટ કોહલીએ ટેસ્ટમાં 139 રનની ઇનિંગ રમી હતી.,It is important that Virat Kohli caught 139 passes in the Test.,Virat Kohli played a remarkable innings while scoring 139 runs in the test.,0.490558477069486,78.0,2
gu-en,બાળકને ઉપર લાવવામાં 45 મિનિટ જેટલો સમય લાગ્યો.,It took 45 minutes to bring the child over.,It took 45 minutes to pull the kid up.,0.12370529848423,65.0,2
gu-en,"યૂથ ઓલિમ્પિક ગેમ્સ કાલથી, ભારત 8 વર્ષથી ગોલ્ડ જીતી શક્યું નથી","With the Youth Olympic Games cut, India has not won gold for 8 years.","The Youth Olympic Games to start tomorrow, India yet to win gold in 8 years.",-0.91024882237962,33.5,2
gu-en,બ્રોડબેંડ સેવાના પ્રીવ્યુ ઓફર ખતમ થયા પછી જિયો ગ્રાહકોને પ્રીપેડ પ્લાન્સના વિકલ્પ આપશે.,"After the completion of the preview offer of the Broadband service, Jo will offer customers the option of a prepaid plant.","After the expiry of the preview offer of the broadband service, Jio will provide customers the option of prepaid plans.",-0.225335055947105,57.0,2
gu-en,ગિરધર વ્યાસ રાજસ્થાનના બિકાનેરના રહેવાસી છે.,Girdhar Vyas is a resident of Bikaner in Rajasthan.,"Girdhar Vyas lives in Bikaner, Rajasthan.",0.823911784543905,87.5,2
gu-en,આ દરમિયાન એક ખેડૂત રણધીર સિંહે બાળકને બહાર કાઢવાનો પ્રયત્ન કર્યો હતો.,"During this time, a farmer, Randhir Singh, tried to take the child out.","Meanwhile, a farmer named Randhir Singh tried to rescue the child.",1.01340683251034,81.5,2
gu-en,સૌપ્રથમ એક મોટા બાઉલમાં ફૂલ ક્રિમ દૂધ લો.,First take the flower Cream milk in a large bamboo.,"To begin with, take full cream milk in one bowl.",-0.687789431831378,21.0,2
gu-en,ઈંટરનેટ સર્ચ કરાયું તો ખબર પડી કે એ ટ્રેન રવિવારે રાત્રે સાઢા નવ વાગ્યે દાદરથી નિકળી હતી જે પછી એ દાદર સ્ટેશન પહોંચી ગઈ જ્યાં આરપીએફની મદદથી તેણે ચોરને પકડી લીધું.,"If the Early search was done, it was known that the train was out of the dwarf at nine o'clock on Saturday night, which then reached the Dadar Station where, with the help of the RPF, it caught the choir.","Searching on the internet, she came to know that the train would leave on Sunday evening at 9:30 p.m. from Dadar, where she then went, and, with the help of RPF(Railway Protection Force) she had the thief nabbed.",-0.828384164421603,16.0,1
gu-en,અરજીની સુનાવણી દરમ્યાન ૧ હજાર ખેડૂતોએ સોગંદનામું કરીને તેમની જમીન સંપાદન કરવાનો અધિકાર રાજય સરકારને નથી તે હકીકત દર્શાવી હતી.,"During the hearing of the application, 1 thousand farmers declared that they did not have the right to edit their land to the state government.","At the hearing, 1,000 farmers spoke of the affidavit submitted advising that the State Government did not have the right to acquire their land.",0.00112475786072203,45.5,2
gu-en,"બ્રિટન અનુસાર તેમાં રશિયા અને યુક્રેનની કેટલીક કંપનીઓ, અમેરિકાની ડેમૉક્રેટિક પાર્ટી અને બ્રિટનમાં એક નાના ટીવી નેટવર્ક પરના હુમલા સામેલ છે.","According to Britain, it includes some companies in Russia and Ukraine, the U.S. demographic party, and attacks on a small TV network in Britain.","According to Britain, it involved attacks on Russian and Ukrainian companies, the Democratic Party of America and a small TV network in Britain.",0.324492642818238,57.0,1
gu-en,માથા ઉપરથી પથ્થરો પસાર થઇ રહ્યા હતા.,Stones were passing through the top of the head.,The rocks were rushing above our heads.,0.549444214962598,65.0,1
gu-en,"જોકે, ભારતમાં ઑઇલની અછત ઊભી ના થવા દેવાનો અમેરિકાએ દાવો કર્યો છે.","However, the United States has claimed that there is no shortage of oil in India.","However, the United States assured that they would not allow an oil shortage to happen in India.",0.465087375408463,62.0,1
gu-en,આ એપ દ્વારા ગ્રાહક પોતાના ક્રેડિટ કાર્ડ અને ડેબિટ કાર્ડને લૉક કરીને મુકી શકે છે.,This applies to the consumer by locking up their credit cards and debit cards.,"Using this app, customers can lock their Debit and Credit cards.",0.155778963709969,51.0,1
gu-en,નોકિયાના આ નવા સ્માર્ટફોનમાં આઇફોન-એક્સ જેવી નૉચ ડિસ્પ્લે મળશે.,Nokia's new smartphones will get a nude display such as iPhone-X.,Nokia's new smartphone will have a notch display like the iPhone-X.,-0.157993372678349,44.0,1
gu-en,પોસ્ટપેડ પ્લાન પછી લોન્ચ કરવામાં આવશે.,The postpad plan will be launched later.,Postpaid Plan will be launched later on.,-0.47322985520663,38.0,1
gu-en,આ સાથે જ તેમા યૂઝર્સને કુલ 125 જીબી ડેટા મળશે.,"At the same time, users will get a total of 125 MW of data.","Along with this, users will get a total of 125 GB data.",-0.263072200187776,42.0,1
gu-en,રશિયાના પ્રેસિડન્ટ વ્લાદિમીર પુતિન પોતાની બે દિવસીય ભારત મુલાકાતના બીજા દિવસે વડાપ્રધાન નરેન્દ્ર મોદીની સાથે આ સહમતિ પર હસ્તાક્ષર થતા જોવા મળશે.,Russia's Vice President Vladimir Putini will be seen signing the agreement with the Prime Minister on the second day of his two-day India visit.,Russia's President Vladimir Putin will be signing this agreement with Prime Minister Narendra Modi on the second day of his two-day India visit.,0.367400764868785,54.0,1
gu-en,આ ઉપરાત આ બનાવમા જો કોઇની બેદરકારી છતી થશે તો ઉમરા પોલીસે ગુનોનોંધવાની પણ તૈયારી બતાવી છે.,The Umra police have also prepared for Guinness if someone is barred from the shooting.,"Additionally, if it is revealed that this is due to someone’s negligence, then the Umra police has stated that they are prepared to register a criminal case.",-1.26132106152733,23.0,1
gu-en,ઘટનાની જાણકારી મળતા જ ઘરે જોવાવાળાનો જમાવડો લાગી ગયું.,"As soon as the information of the incident came to pass, there was a group of people who saw it at home.","As people came to know of this, they started gathering to see this spectacle.",-0.578308682716057,36.0,1
gu-en,પદનુ નામ - અપરેંટિસ (Apprentice) - માર્કેટિંગ વિભાગ -દક્ષિણ ક્ષેત્ર,Designation - Apprentice - Marketing Department - South Territory,Name of the post - Apprentice - Marketing department - South field,-0.998623992753764,28.0,1
gu-en,રામ જન્મ ભૂમિ - બાબરી મસ્જિદ માલિકાના હક વિવાદ પર ઉચ્ચતમ ન્યાયાલયના 1994 નિર્ણય પર મોટી પીઠ દ્વારા પુનર્વિચાર કરવાની માંગ કરનારી મુસ્લિમ સમૂહની અરજીઓ પર આજે ગુરૂવારે હાઈકોર્ટ પોતાનો નિર્ણય સંભળાવવાની શક્યતા છે.,The High Court is expected to issue its decision on Thursday on the applications of the Muslim group seeking to reconsider the 1994 decision of the Supreme Court on the right of the Ram Birth Land - Babri Masjid Malik.,‘Ram Janm Bhoomi’ (Birthplace of Ram) – The Supreme Court is likely to announce its verdict on Thursday i.e. today about the Muslim group’s request to review on the 1994 High Court verdict on the rights of the Babri Masjid owner with a larger bench.,-0.762196630857554,32.5,2
gu-en,"લગભગ 70 લોકો ઘાયલ થયા છે, જે પૈકી 14ની હાલત વધુ ગંભીર છે.","About 70 people have been injured, 14s of which are more serious.","About 70 people are injured, of which 14 are extremely critical.",-1.1562422340179,25.0,2
gu-en,આ દરમિયાન સવારે સવા દસ વાગે કર્ણ રમતાં રમતાં 12 ઈંચ પહોંળા બોરવેલ પાસે પહોંચ્યો હતો.,"During the morning, he reached Borwell, 12 inches wide, playing the curtain at about ten p.m..","In the meantime, Karna reached near the 12-inch wide borewell while playing around 10 am.",-0.157993372678349,44.0,1
gu-en,પીઠે 20 જુલાઈના રોજ તેને સુરક્ષિત રાખી લીધો હતો.,The peer protected him on 20 July.,20th July is stated for the decision.,-2.15449109535746,6.0,1
gu-en,ચીનની ડીલ વખતે યુએસએ લગાવ્યો હતો પ્રતિબંધ,Us carried out ban at China Deal,"At the time of China's deal, the USA imposed the ban.",1.10295255743477,68.0,1
gu-en,તો વસ્તુ પર જે કિમંત લખી છે તે જ પુરી ચુકવીને આવી જઈએ છીએ.,We come to Puri just as we have written on the item.,We pay the amount which is written on that item.,-0.263072200187776,42.0,1
gu-en,આ દરમિયાન સ્પીડ 100 એમબીપીએસની રહેશે.,"During this time, speeds will be 100 Mbps.","During this period, the speed will be 100 Mbps",-0.157993372678349,44.0,1
gu-en,એક્શનથી ભરપૂર આ ફિલ્મમાં ગ્લેમરનો તડકો કેટરીના કૈફ લગાવશે.,"The film, which is full of accents, will feature a teddy catcher's caffeine.",Katrina Kaif will add the spice of glamour in the action packed film.,-1.05116340650848,27.0,1
gu-en,અહી વાંચો રેલવે ગ્રુપ ડી પરીક્ષા સાથે સંકળાયેલી ખાસ વાતો,Read here the special things associated with the Railway Group D exam,Read here the special things related to the Railway Group D exam,0.314861351114072,53.0,1
gu-en,"તેમાં એવું પણ કહેવાયું છે કે, તુવેરનો લાંબા સમય સુધી સંગ્રહ શક્ય નથી.",It also says that Tusk's long-term collection is not possible.,It has also been said that the storage of Green Toor for a longer time is not possible.,0.997891439243326,96.5,2
gu-en,પણ સુપ્રીમ કોર્ટમાં આધાર મામલાની સુનાવણીને કારણે આગળ વધારી દેવામાં આવી.,But the Supreme Court was overturned due to the hearing of the base case.,"Nevertheless, the Supreme Court has extended the deadline due to the case being heard.",-1.25525634074342,3.0,1
gu-en,"તુવેર લગભગ ચારેક મહિના સુધી સારી રહી શકે છે ત્યાર પછી તેમાં ડંખ પડવા માંડે છે, સડવા માંડે છે.","Tuck can be good for about four months after it starts cracking, swallowing.",Toor can remain good for almost four months after which it starts to smell and begins to rot.,-0.134706910054825,49.5,2
gu-en,બંનેને ધારાસભ્યના ઘરે જ ગોળી મારવામાં આવી.,Both were shot dead at the members' home.,Both were shot at the MLA's house.,0.853304415928669,90.5,2
gu-en,રશિયાએ શું કહ્યું?,What did Russia say?,What did Russia say?,1.0581360322911,99.0,1
gu-en,મેંગ હોન્ગઈ ચીનના રહેવાસી છે.,Ming Hongo is a resident of China.,Meng Hongwei is a Chinese resident.,1.08223386951021,100.0,1
gu-en,યાત્રીઓને આઈઆરસીટીસીની વેબસાઈટ પર લૉગિન કરવું પડશે.,The petitioners will have to login on IRCTC's website.,Passengers will have to login to the IRCTC website.,1.0581360322911,99.0,1
gu-en,પણ અમે ખાતરી આપીએ છીએ કે આ પ્રકારના પ્રતિબંધોની અસર ભારતના અર્થતંત્ર પર નહીં થવા દઈએ.,But we are confident that such sanctions will not affect India's economy.,"But we guarantee that such restrictions will not affect the Indian economy.""",1.08223386951021,100.0,1
gu-en,સુરક્ષા અધિકારીઓ તથા પોલિસ દ્વારા વિસ્તારની નાકાબંધી કરી દેવામાં આવી છે તથા અન્ય વિસ્ફોટક ઉપકરણો શોધી રહ્યા છે.,Security officers and police have annexed the area and are searching for other explosive devices.,Security officials and police have blocked the area and are looking for other explosive devices.,1.08223386951021,100.0,1
gu-en,આ પહેલાં રશિયા પાસેથી લીઝ પર લેવામાં આવેલી INS Chakraની રિપેર ડીલ પર અમેરિકન પ્રતિબંધના કારણે ભારત અને રશિયાની વચ્ચે અંદાજિત 2 બિલિયન ડોલરની ડીલ પર ગ્રહણ લાગ્યું હતું.,"Prior to this, the US ban on the repairs of INS Chakra, taken on lease from Russia, seemed to take on an estimated $2 billion dip between India and Russia.","Earlier, because of the US ban on the estimated $2 billion deal between India and Russia for INS Chakra's repair fared a nuted publicity.",0.323301754424245,55.5,2
gu-en,ન્યૂઝ એજંસી મુજબ મુખ્ય ન્યાયાધીશ દીપક મિશ્રા અને ન્યાયમૂર્તિ અશોક ભૂષણ અને ન્યાયમૂર્તિ એસ અબ્દુલ નજીરની પીઠ પર પોતાનો નિર્ણય સંભળાવશે.,"According to the News Agency, Chief Justice Diane Mishra and Justice Ashok Bhushan and Justice S. Abdul Nasser will make their decision on the back.","According to a news agency, the bench of Chief Judicial Magistrate Deepak Mishra and Justice Ashok Bhushan and Justice S Abdul Nazir will make their decision.",0.62930753021674,67.0,1
gu-en,જેનાથી પેટ્રો પેદાશમાં ક્રાંતિ આવશે.,This will lead to a revolution in the Pew product.,Which will revolutionize the petrol product,0.123732770211748,48.0,1
gu-en,પર્વતારોહકો માટે દોરડા અને અન્ય સામગ્રી લઈને નેપાળના પર્વતીય વિસ્તારોમાં રહેતા કેટલાક શેરપા તથા જાતીય સમૂહના લોકો હિમસ્ખલન બાદ લાપતા છે.,Some of the Sherpa and ethnic groups living in the hilly areas of Nepal are lavished after Himachal.,Some Sherpas and other ethnic groups living in the hilly areas of Nepal are missing after the snowstorm along with ropes and other materials for mountaineers.,-0.594715572953241,21.0,1
gu-en,ટેલીકૉમ ઓપરેટર Jio એ ઈંડસ્ટ્રીમાં પોતાના બે વર્ષ પૂરા કરી લીધા છે.,Telephonic operator Jio has completed his two years in Eindhoven.,Telecom Operator JIO has completed two years in the industry.,0.416433947056743,59.0,1
gu-en,તેમનું કહેવું છે કે તેલની માલિશ કરવા માટે તેમને દરરોજ 2 કલાક લાગે છે.,They say it takes them 2 hours a day to acquire oil.,He says that it takes him 2 hours every day to complete the oil massage.,-1.15350872874823,0.0,1
gu-en,ડેડલાઈન પછી રદ્દી થઈ જશે પૈન,The money will be erased after the Deadline.,"After the deadline, your PAN will become invalid.",0.416433947056743,59.0,1
gu-en,વાસ્તવમાં દિલ્હી યુનિવર્સિટીનાં ઇતિહાસકાર પ્રાધ્યાપક શાંતા પાંડેના સંશોધનમાંથી સ્પષ્ટ થઇ ગયું છે કે ગઝનીની રાજભાષા સંસ્કૃત હતી.,"In fact, it has become clear from the research of Shanti Pandey, the historian of Delhi University, that the language of Ghazni was Sanskrit.","In fact, the research of Delhi University historian Professor Shanta Pandey suggested that Ghazni's native language was Sanskrit.",1.35308911454873,99.0,1
gu-en,આ લોટ અહીંના એક સુપર બાજારથી ખરીદયો હતો.,The lot was bought by a super-bazaar here.,This flour was bought from Super Bazaar.,-0.972050868368606,1.0,1
gu-en,પ્રથમ મુલાકાતમાં જ સચિને પૃથ્વી શૅાનો લઇ કરી હતી ભવિષ્યવાણી,"In the first interview, the Secretary took the earth shells to the future.","In the first meeting itself, Sachin had predicted about Prithvi Shaw's bright future.",-0.924599031982538,3.0,1
gu-en,ફિલ્મમાં કેરેક્ટરની મૂંછો લાંબી હતી.,Phoenix's origins in the film were long.,The character in the movie has a long moustache.,-0.972050868368606,1.0,1
gu-en,મેચના પ્રથમ દિવસે વિરાટ કોહલીના બે ફેન્સ સુરક્ષાને તોડી મેદાનમાં પહોચી ગયા હતા.,"On the first day of the match, Virat Kohli's two flats broke security and reached the ground.","On the first day of the match, two Virat Kohli fans came to the ground breaching the security cordon.",-0.877147195596469,5.0,1
gu-en,કેન્દ્ર કે રાજય સરકાર પાસે જમીન સંપાદન અંગે કોઇ મજબુત બચાવ નહી હોવાથી છેલ્લા હથિયાર તરીકે ખેડૂતોને કલેકટર દ્વારા ધમકી આપવામાં આવી રહી છે.,"Since neither the Centre nor the State Government has any strong defence over land editing, the farmers are being threatened by the Collector as the last weapon.",The collectors are threatening farmers as a last resort because the State Government does not have any strong defense against land acquisition.,0.688763405143779,71.0,1
gu-en,પૃથ્વી શૅાની તુલના સચિન તેંડુલકર સાથે થઇ રહી છે.,Earth is getting along with Shani Tul's Sachin Tendulkar.,Prithvi Shaw is being compared to Sachin Tendulkar.,-1.12991184269126,16.5,2
gu-en,આ સ્કૂલમાં ડીએમ 2 કલાક સુધી રહ્યા.,The DM stayed in the school for 2 hours.,The DM spent 2 hours in this school.,1.21485431481214,96.0,1
gu-en,સફાઈ માટે ડીએમએ પાવડો ઉઠાવ્યો અને પરિસરની ગંદકીને સાફ કરવા લાગ્યા.,"For cleansing, the DMA raised the cold and began to clean the suit's throat.","For cleanliness, the DM picked up a dusting rod and started cleaning the dirty premises.",-0.613768348901204,34.0,1
gu-en,ઘણીવાર તેની સાથે દુષ્કર્મ કરવામાં આવે છે તો અમુક કિસ્સાઓમાં તેમને વેશ્યાલયમાં પણ ધકેલી દેવામાં આવતી હોય છે.,"If it is often famously done with it, in some cases they are also forced into a vengeance.",Either she is physically abused or in some cases she is even forced into prostitution.,2.10120141877433,87.0,1
gu-en,લાખો લોકોના જીવ લઈ શકતું કેમિકલ ઇન્દોરમાંથી જપ્ત,Taking the lives of millions of people is embedded in chemical infiltration.,A hazardous chemical which can kill millions of people seized from Indore,1.36564962620834,73.0,1
gu-en,વિમાનમાં સવાર તમામ 298 લોકોનાં મોત થયાં હતાં.,All 298 people aboard the plane were killed.,All 298 people on-board the plane died in the crash.,-0.052914545168922,46.0,2
gu-en,ગિરધર વ્યાસનો દાવો છે કે તેમણે ક્યારેય શેમ્પૂ કે સાબુનો ઉપયોગ મૂંછ પર કર્યો નથી.,Girdhar Vyas claims that he never used a shepherd or a salad on the mouth.,Girdhar Vyas claims that he has never used shampoo or soap on his moustache.,1.31311021245363,72.0,1
gu-en,મુશર્રફને 2 જાન્યુઆરીએ આર્મ્ડ ફોર્સેસ ઈન્સ્ટીટ્યુટ ઓફ કાર્ડિયોલોજી (એએઆઈસી) માં દાખલ કરવામાં આવ્યાં હતાં.,"On 2 January, he was inducted into the Armed Forces Institute of Cardinology.",Musharraf was admitted to the Armed Forces Institute of Cardiology (AAIC) on 2nd January.,1.15549197118949,69.0,1
gu-en,ઓફિસરના આ કામને લઇને આખા શહેરમાં વખાણ થઈ રહ્યા છે.,The officer's work is being praised throughout the city.,Entire town is praising this activity by the officer.,0.115504934129432,57.0,1
gu-en,"ઈંડિયન રેલ્વે કેટરિંગ એંડ ટૂરિજમ આ રીતે કરવું પડશે કેંસિલ રેલ યાત્રી તેમના કંફર્મ, વેટિંગ અને આરએસી ટિકિટને ઑનલાઈન કેંસિલ કરાવી શકે છે.","The Ethiopian Railway Catering and Tourism will have to be done in such a way that the Kensington Railway passenger can cater to their conferees, venting and RAC tickets online.","The passenger can this way cancel their Confirmed, Waiting List, and RAC(Reservation Against Cancellation) tickets online on Indian Railway catering and Tourism (IRCTC) website.",-0.229285914018127,47.0,1
gu-en,ઉલ્લેખનીય છે કે વ્હાટ્સએપને ફોરવર્ડ ફીચર 11 જુલાઈના રોજ લોંચ કરવામાં આવ્યુ હતુ.,It is understood that the Whirlpool Forward Feature was lodged on 11 July.,Not to forget that WhatsApp had launched the forwarding feature on 11th July.,0.0465467644999206,55.0,1
gu-en,ચૌહાણ સહિત 3 વ્યક્તિને ઈજા થતાં ખાનગી હોસ્પિટલ ખસેડવામાં આવ્યા છે.,"3 people, including Chauhan, have been transferred to a private hospital with injuries.","Three people, including Chauhan are injured and have been taken to a private hospital",-0.657117803348127,34.5,2
gu-en,"ગેંદલેએ એ પણ પુછ્યું છે કે, ભગવાન કૃષ્ણનું ગામ ક્યુ હતું?","Gendlee also asked, What was the village of Lord Krishna?","Gendle also asked, what was Lord Krishna’s native village?",-0.105453958923636,45.0,1
gu-en,35 લાખ 90 હજારની વસતી સાથે ફિલીપાઈન્સ મૂળના લોકો બીજા ક્રમે છે.,"With a population of 35 lakhs 90 thousand, the people of the Filipino capital are second.",People of Philippines are ranked second largest with a population of 3.59 million.,0.157243109849932,50.0,1
